GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1600000US2644715,2644715,"Lake Isabella village, Michigan",0.3726,0.0411
1600000US2644760,2644760,"Lake Leelanau CDP, Michigan",0.2754,0.0862
1600000US2644780,2644780,"Lake Linden village, Michigan",0.4731,0.1057
1600000US2644820,2644820,"Lake Michigan Beach CDP, Michigan",0.4525,0.0622
1600000US2644880,2644880,"Lake Odessa village, Michigan",0.3727,0.0323
1600000US2644940,2644940,"Lake Orion village, Michigan",0.4167,0.0419
1600000US2645144,2645144,"Lakes of the North CDP, Michigan",0.3072,0.0566
1600000US2645190,2645190,"Lake Victoria CDP, Michigan",0.3649,0.0759
1600000US2645240,2645240,"Lakeview village, Michigan",0.4859,0.0443
1600000US2645340,2645340,"Lakewood Club village, Michigan",0.3261,0.0394
1600000US2645420,2645420,"Lambertville CDP, Michigan",0.4250,0.0437
1600000US2645540,2645540,"L'Anse village, Michigan",0.4068,0.0511
1600000US2646000,2646000,"Lansing city, Michigan",0.4353,0.0122
1600000US2646040,2646040,"Lapeer city, Michigan",0.4488,0.0273
1600000US2646320,2646320,"Lathrup Village city, Michigan",0.3103,0.0335
1600000US2646360,2646360,"Laurium village, Michigan",0.4247,0.0440
1600000US2646440,2646440,"Lawrence village, Michigan",0.4773,0.0524
1600000US2646500,2646500,"Lawton village, Michigan",0.4338,0.0456
1600000US2646800,2646800,"Leland CDP, Michigan",0.3653,0.0662
1600000US2646880,2646880,"Lennon village, Michigan",0.4598,0.1874
1600000US2646940,2646940,"Leonard village, Michigan",0.4243,0.0547
1600000US2647100,2647100,"Le Roy village, Michigan",0.4936,0.2686
1600000US2647180,2647180,"Leslie city, Michigan",0.3644,0.0351
1600000US2647230,2647230,"Level Park-Oak Park CDP, Michigan",0.3772,0.0384
1600000US2647240,2647240,"Levering CDP, Michigan",0.3865,0.0964
1600000US2647260,2647260,"Lewiston CDP, Michigan",0.3858,0.0441
1600000US2647280,2647280,"Lexington village, Michigan",0.4802,0.0509
1600000US2647560,2647560,"Lincoln village, Michigan",0.4243,0.0525
1600000US2647800,2647800,"Lincoln Park city, Michigan",0.4056,0.0201
1600000US2647820,2647820,"Linden city, Michigan",0.3736,0.0287
1600000US2647980,2647980,"Litchfield city, Michigan",0.4121,0.0414
1600000US2649000,2649000,"Livonia city, Michigan",0.3849,0.0085
1600000US2649400,2649400,"Loomis CDP, Michigan",0.3178,0.0596
1600000US2649450,2649450,"Lost Lake Woods CDP, Michigan",0.4353,0.1261
1600000US2649540,2649540,"Lowell city, Michigan",0.3073,0.0316
1600000US2649640,2649640,"Ludington city, Michigan",0.5023,0.0466
1600000US2649700,2649700,"Luna Pier city, Michigan",0.4301,0.0453
1600000US2649720,2649720,"Lupton CDP, Michigan",0.3209,0.0650
1600000US2649740,2649740,"Luther village, Michigan",0.4098,0.0598
1600000US2649900,2649900,"Lyons village, Michigan",0.4065,0.0517
1600000US2649980,2649980,"McBain city, Michigan",0.4157,0.0519
1600000US2650000,2650000,"McBride village, Michigan",0.5292,0.2576
1600000US2650280,2650280,"Mackinac Island city, Michigan",0.3850,0.0535
1600000US2650320,2650320,"Mackinaw City village, Michigan",0.4676,0.0825
1600000US2650560,2650560,"Madison Heights city, Michigan",0.4274,0.0203
1600000US2650620,2650620,"Mancelona village, Michigan",0.4251,0.0469
1600000US2650660,2650660,"Manchester village, Michigan",0.3977,0.0301
1600000US2650720,2650720,"Manistee city, Michigan",0.4352,0.0327
1600000US2650755,2650755,"Manistee Lake CDP, Michigan",0.3627,0.0553
1600000US2650760,2650760,"Manistique city, Michigan",0.4668,0.0629
1600000US2650830,2650830,"Manitou Beach-Devils Lake CDP, Michigan",0.3777,0.0479
1600000US2650880,2650880,"Manton city, Michigan",0.3818,0.0378
1600000US2650920,2650920,"Maple City CDP, Michigan",0.2861,0.0631
1600000US2650970,2650970,"Maple Grove CDP, Michigan",-,**
1600000US2651200,2651200,"Maple Rapids village, Michigan",0.3585,0.0422
1600000US2651460,2651460,"Marcellus village, Michigan",0.4423,0.0642
1600000US2651540,2651540,"Marenisco CDP, Michigan",0.3548,0.0512
1600000US2651600,2651600,"Marine City city, Michigan",0.4291,0.0316
1600000US2651660,2651660,"Marion village, Michigan",0.4185,0.0402
1600000US2651820,2651820,"Marlette city, Michigan",0.4463,0.0255
1600000US2651900,2651900,"Marquette city, Michigan",0.5205,0.0284
1600000US2651940,2651940,"Marshall city, Michigan",0.3979,0.0296
1600000US2651980,2651980,"Martin village, Michigan",0.4442,0.0527
1600000US2652080,2652080,"Marysville city, Michigan",0.3908,0.0168
1600000US2652180,2652180,"Mason city, Michigan",0.3758,0.0207
1600000US2652380,2652380,"Mattawan village, Michigan",0.4109,0.0288
1600000US2652440,2652440,"Maybee village, Michigan",0.3766,0.0502
1600000US2652540,2652540,"Mayville village, Michigan",0.3756,0.0601
1600000US2652760,2652760,"Mecosta village, Michigan",0.4196,0.0494
1600000US2652920,2652920,"Melvin village, Michigan",0.4602,0.0952
1600000US2652940,2652940,"Melvindale city, Michigan",0.4379,0.0420
1600000US2652960,2652960,"Memphis city, Michigan",0.4211,0.0496
1600000US2652980,2652980,"Mendon village, Michigan",0.3292,0.0285
1600000US2653020,2653020,"Menominee city, Michigan",0.4716,0.0407
1600000US2653180,2653180,"Merrill village, Michigan",0.4623,0.0725
1600000US2653320,2653320,"Mesick village, Michigan",0.3870,0.0390
1600000US2653340,2653340,"Metamora village, Michigan",0.2928,0.0409
1600000US2653500,2653500,"Michiana village, Michigan",0.5509,0.0721
1600000US2653520,2653520,"Michigamme CDP, Michigan",0.4038,0.0693
1600000US2653580,2653580,"Michigan Center CDP, Michigan",0.3633,0.0364
1600000US2653730,2653730,"Middletown CDP, Michigan",0.4997,0.1019
1600000US2653760,2653760,"Middleville village, Michigan",0.3701,0.0458
1600000US2653780,2653780,"Midland city, Michigan",0.4800,0.0172
1600000US2653920,2653920,"Milan city, Michigan",0.3458,0.0256
1600000US2653960,2653960,"Milford village, Michigan",0.4098,0.0324
1600000US2654120,2654120,"Millersburg village, Michigan",0.4341,0.0963
1600000US2654220,2654220,"Millington village, Michigan",0.3986,0.0413
1600000US2654560,2654560,"Minden City village, Michigan",0.3750,0.0642
1600000US2654660,2654660,"Mio CDP, Michigan",0.4020,0.0304
1600000US2655020,2655020,"Monroe city, Michigan",0.4372,0.0212
1600000US2655100,2655100,"Montague city, Michigan",0.3785,0.0295
1600000US2655220,2655220,"Montgomery village, Michigan",0.3509,0.0615
1600000US2655280,2655280,"Montrose city, Michigan",0.3806,0.0334
1600000US2655500,2655500,"Morenci city, Michigan",0.3859,0.0357
1600000US2655540,2655540,"Morley village, Michigan",0.3907,0.0524
1600000US2655560,2655560,"Morrice village, Michigan",0.3618,0.0383
1600000US2655820,2655820,"Mount Clemens city, Michigan",0.4588,0.0192
1600000US2655960,2655960,"Mount Morris city, Michigan",0.4741,0.0566
1600000US2656020,2656020,"Mount Pleasant city, Michigan",0.5194,0.0240
1600000US2656080,2656080,"Muir village, Michigan",0.4020,0.0602
1600000US2656140,2656140,"Mulliken village, Michigan",0.3100,0.0580
1600000US2656200,2656200,"Munising city, Michigan",0.4089,0.0320
1600000US2656320,2656320,"Muskegon city, Michigan",0.4649,0.0153
1600000US2656360,2656360,"Muskegon Heights city, Michigan",0.4632,0.0255
1600000US2656620,2656620,"Napoleon CDP, Michigan",0.3065,0.0909
1600000US2656680,2656680,"Nashville village, Michigan",0.4095,0.0333
1600000US2656860,2656860,"Negaunee city, Michigan",0.3964,0.0209
1600000US2656960,2656960,"Nessen City CDP, Michigan",0.4476,0.0905
1600000US2657080,2657080,"Newaygo city, Michigan",0.4428,0.0358
1600000US2657100,2657100,"New Baltimore city, Michigan",0.3599,0.0222
1600000US2657140,2657140,"Newberry village, Michigan",0.4296,0.0472
1600000US2657220,2657220,"New Buffalo city, Michigan",0.5090,0.0383
1600000US2657280,2657280,"New Era village, Michigan",0.3283,0.0401
1600000US2657380,2657380,"New Haven village, Michigan",0.3566,0.0433
1600000US2657520,2657520,"New Lothrop village, Michigan",0.4121,0.0535
1600000US2657660,2657660,"New Troy CDP, Michigan",0.3467,0.0503
1600000US2657760,2657760,"Niles city, Michigan",0.4332,0.0264
1600000US2657920,2657920,"North Adams village, Michigan",0.3117,0.0505
1600000US2658080,2658080,"North Branch village, Michigan",0.4023,0.0465
1600000US2658640,2658640,"North Muskegon city, Michigan",0.4285,0.0359
1600000US2658740,2658740,"Northport village, Michigan",0.3883,0.0575
1600000US2658945,2658945,"Northview CDP, Michigan",0.4608,0.0404
1600000US2658980,2658980,"Northville city, Michigan",0.5082,0.0444
1600000US2659140,2659140,"Norton Shores city, Michigan",0.4299,0.0261
1600000US2659220,2659220,"Norway city, Michigan",0.4102,0.0579
1600000US2659320,2659320,"Norwood CDP, Michigan",0.3345,0.0864
1600000US2659440,2659440,"Novi city, Michigan",0.4519,0.0128
1600000US2659740,2659740,"Oak Hill CDP, Michigan",0.3824,0.0567
1600000US2659860,2659860,"Oakley village, Michigan",0.3915,0.0780
1600000US2659920,2659920,"Oak Park city, Michigan",0.3903,0.0154
1600000US2660180,2660180,"Oden CDP, Michigan",0.2610,0.0876
1600000US2660340,2660340,"Okemos CDP, Michigan",0.4794,0.0227
1600000US2660580,2660580,"Olivet city, Michigan",0.4372,0.0457
1600000US2660640,2660640,"Omena CDP, Michigan",0.1924,0.0677
1600000US2660660,2660660,"Omer city, Michigan",0.3357,0.0681
1600000US2660680,2660680,"Onaway city, Michigan",0.3781,0.0387
1600000US2660740,2660740,"Onekama village, Michigan",0.4733,0.0628
1600000US2660840,2660840,"Onsted village, Michigan",0.3856,0.0312
1600000US2660860,2660860,"Ontonagon village, Michigan",0.4680,0.0589
1600000US2661020,2661020,"Orchard Lake Village city, Michigan",0.5355,0.0489
1600000US2661220,2661220,"Ortonville village, Michigan",0.3995,0.0316
1600000US2661320,2661320,"Oscoda CDP, Michigan",0.4887,0.0719
1600000US2661500,2661500,"Ossineke CDP, Michigan",0.4598,0.0570
1600000US2661600,2661600,"Otisville village, Michigan",0.3966,0.0519
1600000US2661620,2661620,"Otsego city, Michigan",0.4151,0.0412
1600000US2661760,2661760,"Otter Lake village, Michigan",0.3081,0.0539
1600000US2661860,2661860,"Ovid village, Michigan",0.3354,0.0329
1600000US2661920,2661920,"Owendale village, Michigan",0.3773,0.0948
1600000US2661940,2661940,"Owosso city, Michigan",0.3995,0.0183
1600000US2662020,2662020,"Oxford village, Michigan",0.4084,0.0430
1600000US2662180,2662180,"Palmer CDP, Michigan",0.3452,0.0482
1600000US2662340,2662340,"Parchment city, Michigan",0.4311,0.0425
1600000US2662500,2662500,"Parkdale CDP, Michigan",0.3801,0.0502
1600000US2662740,2662740,"Parma village, Michigan",0.3514,0.0422
1600000US2662980,2662980,"Paw Paw village, Michigan",0.5020,0.0820
1600000US2663020,2663020,"Paw Paw Lake CDP, Michigan",0.5437,0.0904
1600000US2663200,2663200,"Pearl Beach CDP, Michigan",0.3756,0.0336
1600000US2663260,2663260,"Peck village, Michigan",0.3793,0.0405
1600000US2663300,2663300,"Pellston village, Michigan",0.3818,0.0477
1600000US2663540,2663540,"Pentwater village, Michigan",0.5108,0.1049
1600000US2663660,2663660,"Perrinton village, Michigan",0.4874,0.1354
1600000US2663700,2663700,"Perry city, Michigan",0.3915,0.0492
1600000US2663800,2663800,"Petersburg city, Michigan",0.3758,0.0371
1600000US2663820,2663820,"Petoskey city, Michigan",0.5867,0.1138
1600000US2663900,2663900,"Pewamo village, Michigan",0.4131,0.0763
1600000US2664020,2664020,"Pierson village, Michigan",0.3193,0.0624
1600000US2664060,2664060,"Pigeon village, Michigan",0.4152,0.0263
1600000US2664100,2664100,"Pilgrim CDP, Michigan",0.2497,0.2074
1600000US2664140,2664140,"Pinckney village, Michigan",0.3576,0.0355
1600000US2664160,2664160,"Pinconning city, Michigan",0.4359,0.0312
1600000US2664740,2664740,"Plainwell city, Michigan",0.4056,0.0547
1600000US2664900,2664900,"Pleasant Ridge city, Michigan",0.4245,0.0308
1600000US2665060,2665060,"Plymouth city, Michigan",0.4415,0.0344
1600000US2665420,2665420,"Ponshewaing CDP, Michigan",0.2058,0.1143
1600000US2665440,2665440,"Pontiac city, Michigan",0.4641,0.0160
1600000US2665560,2665560,"Portage city, Michigan",0.4547,0.0145
1600000US2665680,2665680,"Port Austin village, Michigan",0.4590,0.0683
1600000US2665800,2665800,"Port Hope village, Michigan",0.3634,0.0685
1600000US2665820,2665820,"Port Huron city, Michigan",0.4499,0.0126
1600000US2665860,2665860,"Portland city, Michigan",0.3457,0.0326
1600000US2665900,2665900,"Port Sanilac village, Michigan",0.4202,0.0454
1600000US2666000,2666000,"Posen village, Michigan",0.4137,0.0656
1600000US2666100,2666100,"Potterville city, Michigan",0.3575,0.0352
1600000US2666140,2666140,"Powers village, Michigan",0.4270,0.0542
1600000US2666300,2666300,"Prescott village, Michigan",0.3899,0.0822
1600000US2666343,2666343,"Presque Isle Harbor CDP, Michigan",0.2930,0.0351
1600000US2666400,2666400,"Prudenville CDP, Michigan",0.4152,0.0607
1600000US2666640,2666640,"Quincy village, Michigan",0.4377,0.0405
1600000US2666720,2666720,"Quinnesec CDP, Michigan",0.2483,0.0626
1600000US2667140,2667140,"Rapid City CDP, Michigan",0.5416,0.1292
1600000US2667280,2667280,"Ravenna village, Michigan",0.3722,0.0420
1600000US2667500,2667500,"Reading city, Michigan",0.4380,0.0453
1600000US2667820,2667820,"Reed City city, Michigan",0.4349,0.0306
1600000US2667900,2667900,"Reese village, Michigan",0.4170,0.0466
1600000US2667980,2667980,"Republic CDP, Michigan",0.4509,0.0443
1600000US2668240,2668240,"Richland village, Michigan",0.4649,0.0730
1600000US2668380,2668380,"Richmond city, Michigan",0.4499,0.0602
1600000US2668760,2668760,"River Rouge city, Michigan",0.5095,0.0318
1600000US2668880,2668880,"Riverview city, Michigan",0.4150,0.0311
1600000US2668990,2668990,"Robin Glen-Indiantown CDP, Michigan",0.5735,0.1894
1600000US2669020,2669020,"Rochester city, Michigan",0.4391,0.0181
1600000US2669035,2669035,"Rochester Hills city, Michigan",0.4358,0.0145
1600000US2669080,2669080,"Rockford city, Michigan",0.4327,0.0460
1600000US2669180,2669180,"Rockwood city, Michigan",0.3946,0.0482
1600000US2669260,2669260,"Rogers City city, Michigan",0.4304,0.0588
1600000US2669400,2669400,"Romeo village, Michigan",0.4014,0.0354
1600000US2669420,2669420,"Romulus city, Michigan",0.4116,0.0223
1600000US2669520,2669520,"Roosevelt Park city, Michigan",0.3856,0.0346
1600000US2669540,2669540,"Roscommon village, Michigan",0.4172,0.0512
1600000US2669640,2669640,"Rosebush village, Michigan",0.4076,0.0827
1600000US2669680,2669680,"Rose City city, Michigan",0.5696,0.1040
1600000US2669800,2669800,"Roseville city, Michigan",0.3989,0.0122
1600000US2669880,2669880,"Rothbury village, Michigan",0.3270,0.0406
1600000US2670040,2670040,"Royal Oak city, Michigan",0.4232,0.0138
1600000US2670520,2670520,"Saginaw city, Michigan",0.4586,0.0141
1600000US2670640,2670640,"St. Charles village, Michigan",0.4483,0.0536
1600000US2670680,2670680,"St. Clair city, Michigan",0.4329,0.0455
1600000US2670760,2670760,"St. Clair Shores city, Michigan",0.3983,0.0100
1600000US2670800,2670800,"St. Helen CDP, Michigan",0.4100,0.0362
1600000US2670840,2670840,"St. Ignace city, Michigan",0.4220,0.0309
1600000US2670900,2670900,"St. James CDP, Michigan",0.3855,0.0455
1600000US2670940,2670940,"St. Johns city, Michigan",0.4493,0.0398
1600000US2670960,2670960,"St. Joseph city, Michigan",0.4520,0.0471
1600000US2671000,2671000,"St. Louis city, Michigan",0.4236,0.0320
1600000US2671140,2671140,"Saline city, Michigan",0.4244,0.0232
1600000US2671340,2671340,"Sand Lake CDP, Michigan",0.3724,0.0326
1600000US2671360,2671360,"Sand Lake village, Michigan",0.4301,0.0548
1600000US2671540,2671540,"Sandusky city, Michigan",0.5874,0.1225
1600000US2671560,2671560,"Sanford village, Michigan",0.5158,0.0842
1600000US2671660,2671660,"Saranac village, Michigan",0.4629,0.0419
1600000US2671700,2671700,"Saugatuck city, Michigan",0.5172,0.0569
1600000US2671740,2671740,"Sault Ste. Marie city, Michigan",0.4795,0.0365
1600000US2671860,2671860,"Schoolcraft village, Michigan",0.4296,0.0583
1600000US2672080,2672080,"Scottville city, Michigan",0.4223,0.0404
1600000US2672180,2672180,"Sebewaing village, Michigan",0.3397,0.0363
1600000US2672840,2672840,"Shelby village, Michigan",0.4722,0.0687
1600000US2672960,2672960,"Shepherd village, Michigan",0.4035,0.0302
1600000US2673100,2673100,"Sheridan village, Michigan",0.3667,0.0407
1600000US2673420,2673420,"Sherwood village, Michigan",0.3729,0.0593
1600000US2673560,2673560,"Shields CDP, Michigan",0.3966,0.0301
1600000US2673660,2673660,"Shoreham village, Michigan",0.4461,0.0443
1600000US2673730,2673730,"Shorewood-Tower Hills-Harbert CDP, Michigan",0.5058,0.0736
1600000US2674200,2674200,"Skidway Lake CDP, Michigan",0.4557,0.0423
1600000US2674380,2674380,"Snover CDP, Michigan",0.4392,0.0695
1600000US2674740,2674740,"South Boardman CDP, Michigan",0.3318,0.0620
1600000US2674900,2674900,"Southfield city, Michigan",0.4445,0.0185
1600000US2674960,2674960,"Southgate city, Michigan",0.3861,0.0118
1600000US2674975,2674975,"South Gull Lake CDP, Michigan",0.4371,0.0743
1600000US2674980,2674980,"South Haven city, Michigan",0.5339,0.0668
1600000US2675100,2675100,"South Lyon city, Michigan",0.4301,0.0242
1600000US2675140,2675140,"South Monroe CDP, Michigan",0.4957,0.0462
1600000US2675220,2675220,"South Range village, Michigan",0.4848,0.0966
1600000US2675280,2675280,"South Rockwood village, Michigan",0.3563,0.0367
1600000US2675420,2675420,"Sparta village, Michigan",0.3918,0.0685
1600000US2675620,2675620,"Spring Arbor CDP, Michigan",0.3992,0.0595
1600000US2675700,2675700,"Springfield city, Michigan",0.3812,0.0281
1600000US2675820,2675820,"Spring Lake village, Michigan",0.4550,0.0455
1600000US2675860,2675860,"Springport village, Michigan",0.3971,0.0443
1600000US2676120,2676120,"Standish city, Michigan",0.4720,0.0234
1600000US2676220,2676220,"Stanton city, Michigan",0.4026,0.0352
1600000US2676240,2676240,"Stanwood village, Michigan",0.4169,0.1039
1600000US2676380,2676380,"Stephenson city, Michigan",0.3890,0.0265
1600000US2676420,2676420,"Sterling village, Michigan",0.3956,0.0523
1600000US2676460,2676460,"Sterling Heights city, Michigan",0.4090,0.0092
1600000US2676500,2676500,"Stevensville village, Michigan",0.3767,0.0443
1600000US2676560,2676560,"Stockbridge village, Michigan",0.3658,0.0404
1600000US2676720,2676720,"Stony Point CDP, Michigan",0.3532,0.0843
1600000US2676820,2676820,"Stronach CDP, Michigan",0.3022,0.0754
1600000US2676960,2676960,"Sturgis city, Michigan",0.4373,0.0368
1600000US2677420,2677420,"Sunfield village, Michigan",0.3416,0.0377
1600000US2677600,2677600,"Suttons Bay village, Michigan",0.4737,0.0693
1600000US2677700,2677700,"Swartz Creek city, Michigan",0.3787,0.0314
1600000US2677860,2677860,"Sylvan Lake city, Michigan",0.4474,0.0470
1600000US2678140,2678140,"Tawas City city, Michigan",0.3749,0.0379
1600000US2679000,2679000,"Taylor city, Michigan",0.4277,0.0145
1600000US2679120,2679120,"Tecumseh city, Michigan",0.3993,0.0350
1600000US2679160,2679160,"Tekonsha village, Michigan",0.3910,0.0372
1600000US2679240,2679240,"Temperance CDP, Michigan",0.4377,0.0640
1600000US2679600,2679600,"Thompsonville village, Michigan",0.3795,0.0446
1600000US2679720,2679720,"Three Oaks village, Michigan",0.4900,0.0644
1600000US2679760,2679760,"Three Rivers city, Michigan",0.4214,0.0497
1600000US2680340,2680340,"Traverse City city, Michigan",0.5072,0.0390
1600000US2680420,2680420,"Trenton city, Michigan",0.3998,0.0161
1600000US2680660,2680660,"Trowbridge Park CDP, Michigan",0.3546,0.0723
1600000US2680700,2680700,"Troy city, Michigan",0.4214,0.0107
1600000US2680820,2680820,"Turner village, Michigan",0.3559,0.0663
1600000US2680960,2680960,"Tustin village, Michigan",0.3197,0.0667
1600000US2681020,2681020,"Twining village, Michigan",0.3655,0.0657
1600000US2681040,2681040,"Twin Lake CDP, Michigan",0.3487,0.0726
1600000US2681200,2681200,"Ubly village, Michigan",0.4442,0.0772
1600000US2681360,2681360,"Union City village, Michigan",0.3965,0.0385
1600000US2681420,2681420,"Unionville village, Michigan",0.3911,0.0561
1600000US2681540,2681540,"Utica city, Michigan",0.4329,0.0460
1600000US2681680,2681680,"Vandalia village, Michigan",0.4243,0.0536
1600000US2681700,2681700,"Vanderbilt village, Michigan",0.3682,0.0566
1600000US2681740,2681740,"Vandercook Lake CDP, Michigan",0.4415,0.0514
1600000US2681840,2681840,"Vassar city, Michigan",0.3933,0.0354
1600000US2681960,2681960,"Vermontville village, Michigan",0.3624,0.0398
1600000US2682020,2682020,"Vernon village, Michigan",0.3473,0.0510
1600000US2682300,2682300,"Vicksburg village, Michigan",0.5790,0.1895
1600000US2682450,2682450,"Village of Clarkston city, Michigan",0.4924,0.0537
1600000US2682453,2682453,"Village of Grosse Pointe Shores city, Michigan",0.5177,0.0615
1600000US2682490,2682490,"Vineyard Lake CDP, Michigan",0.3870,0.0804
1600000US2682680,2682680,"Wacousta CDP, Michigan",0.3051,0.0375
1600000US2682780,2682780,"Wakefield city, Michigan",0.4113,0.0367
1600000US2682880,2682880,"Waldron village, Michigan",0.3658,0.0479
1600000US2682960,2682960,"Walker city, Michigan",0.4276,0.0193
1600000US2683020,2683020,"Walkerville village, Michigan",0.3542,0.0539
1600000US2683060,2683060,"Walled Lake city, Michigan",0.3976,0.0252
1600000US2683140,2683140,"Walloon Lake CDP, Michigan",0.4225,0.1498
1600000US2684000,2684000,"Warren city, Michigan",0.4215,0.0091
1600000US2684360,2684360,"Watersmeet CDP, Michigan",0.3892,0.0731
1600000US2684500,2684500,"Watervliet city, Michigan",0.3770,0.0287
1600000US2684800,2684800,"Waverly CDP, Michigan",0.4177,0.0234
1600000US2684880,2684880,"Wayland city, Michigan",0.3801,0.0381
1600000US2684940,2684940,"Wayne city, Michigan",0.4244,0.0177
1600000US2685080,2685080,"Webberville village, Michigan",0.3738,0.0512
1600000US2685110,2685110,"Wedgewood CDP, Michigan",0.4204,0.1056
1600000US2685140,2685140,"Weidman CDP, Michigan",0.5134,0.1131
1600000US2685300,2685300,"Wellston CDP, Michigan",0.3004,0.0693
1600000US2685580,2685580,"West Branch city, Michigan",0.4249,0.0327
1600000US2685700,2685700,"West Ishpeming CDP, Michigan",0.4082,0.0584
1600000US2686000,2686000,"Westland city, Michigan",0.4338,0.0132
1600000US2686050,2686050,"West Monroe CDP, Michigan",0.4039,0.0570
1600000US2686120,2686120,"Westphalia village, Michigan",0.3645,0.0318
1600000US2686380,2686380,"Westwood CDP, Michigan",0.4237,0.0598
1600000US2686680,2686680,"White Cloud city, Michigan",0.4574,0.0472
1600000US2686780,2686780,"Whitehall city, Michigan",0.4023,0.0267
1600000US2686920,2686920,"White Pigeon village, Michigan",0.4121,0.0395
1600000US2686960,2686960,"White Pine CDP, Michigan",0.3415,0.0424
1600000US2687060,2687060,"Whitmore Lake CDP, Michigan",0.4259,0.0439
1600000US2687140,2687140,"Whittemore city, Michigan",0.4226,0.0471
1600000US2687420,2687420,"Williamston city, Michigan",0.4145,0.0494
1600000US2688140,2688140,"Wixom city, Michigan",0.4659,0.0232
1600000US2688220,2688220,"Wolf Lake CDP, Michigan",0.4282,0.0622
1600000US2688240,2688240,"Wolverine village, Michigan",0.3886,0.0695
1600000US2688260,2688260,"Wolverine Lake village, Michigan",0.4144,0.0540
1600000US2688380,2688380,"Woodhaven city, Michigan",0.4185,0.0391
1600000US2688420,2688420,"Woodland village, Michigan",0.4849,0.1482
1600000US2688480,2688480,"Woodland Beach CDP, Michigan",0.3470,0.0523
1600000US2688900,2688900,"Wyandotte city, Michigan",0.4244,0.0188
1600000US2688940,2688940,"Wyoming city, Michigan",0.4069,0.0210
1600000US2689000,2689000,"Yale city, Michigan",0.4174,0.0371
1600000US2689140,2689140,"Ypsilanti city, Michigan",0.5200,0.0300
1600000US2689240,2689240,"Zeba CDP, Michigan",0.6519,0.1888
1600000US2689260,2689260,"Zeeland city, Michigan",0.4277,0.0517
1600000US2689320,2689320,"Zilwaukee city, Michigan",0.3614,0.0499
